season,celebrity_name,ballroom_partner,celebrity_total_followers_wikidata,partner_total_followers_wikidata,P_cele,P_partner,missing_cele_total,missing_partner_total
28,Lauren Alaina,Gleb Savchenko,,64840.0,,11.07969339830934,True,False
28,Mary Wilson,Brandon Armstrong,,,,,True,True
28,Ray Lewis,Cheryl Burke,,380112.0,,12.848223855918395,True,False
28,Sailor Brinkley-Cook,Valentin Chmerkovskiy,,299226.0,,12.608957761652729,True,False
28,Sean Spicer,Lindsay Arnold,667843.0,117473.0,13.41180989231159,11.673972311485327,False,False
29,AJ McLean,Cheryl Burke,463016.0,380112.0,13.045519049456951,12.848223855918395,False,False
29,Anne Heche,Keo Motsepe,18304.0,,9.814929525554337,,False,True
29,Carole Baskin,Pasha Pashkov,,2721.0,,7.909122183211411,True,False
29,Charles Oakley,Emma Slater,,,,,True,True
29,Chrishell Stause,Gleb Savchenko,143740.0,64840.0,11.87576834800394,11.07969339830934,False,False
29,Jeannie Mai,Brandon Armstrong,1048313.0,,13.86269371730713,,False,True
29,Jesse Metcalfe,Sharna Burgess,190215.0,162313.0,12.155915547532238,11.997288009794824,False,False
29,Johnny Weir,Britt Stewart,375316.0,,12.835526281192887,,False,True
29,Justina Machado,Sasha Farber,72004.0,85392.0,11.184490840031483,11.35501940920405,False,False
29,Kaitlyn Bristowe,Artem Chigvintsev,454401.0,186633.0,13.026737547787842,12.136904758728935,False,False
29,Monica Aldama,Valentin Chmerkovskiy,49475.0,299226.0,10.8092429824949,12.608957761652729,False,False
29,Nelly,Daniella Karagach,,,,,True,True
29,Nev Schulman,Jenna Johnson,,79694.0,,11.285962127553153,True,False
29,Skai Jackson,Alan Bersten,2383819.0,64741.0,14.68421480096115,11.078165419805039,False,False
29,Veron Davis,Peta Murgatroyd,,213109.0,,12.269563743311371,True,False
30,Amanda Kloots,Alan Bersten,,64741.0,,11.078165419805039,True,False
30,Brian Austin Green,Sharna Burgess,,162313.0,,11.997288009794824,True,False
30,Christine Chiu,Pasha Pashkov,,2721.0,,7.909122183211411,True,False
30,Cody Rigsby,Cheryl Burke,,380112.0,,12.848223855918395,True,False
30,Iman Shumpert,Daniella Karagach,658986.0,,13.39845908643119,,False,True
30,Jimmie Allen,Emma Slater,405226.0,,12.91220268289784,,False,True
30,JoJo Siwa,Jenna Johnson,52767054.0,79694.0,17.781397595600144,11.285962127553153,False,False
30,Kenya Moore,Brandon Armstrong,725672.0,,13.494854779117288,,False,True
30,Martin Kove,Britt Stewart,,,,,True,True
30,Matt James,Lindsay Arnold,,117473.0,,11.673972311485327,True,False
30,Melanie C,Gleb Savchenko,1831959.0,64840.0,14.420896989916711,11.07969339830934,False,False
30,Melora Hardin,Artem Chigvintsev,47921.0,186633.0,10.777329968145445,12.136904758728935,False,False
30,"Mike ""The Miz"" Mizanin",Witney Carson,3228492.0,169660.0,14.987526022856747,12.04155760748558,False,False
30,Olivia Jade,Valentin Chmerkovskiy,1976987.0,299226.0,14.4970850323316,12.608957761652729,False,False
30,Suni Lee,Sasha Farber,180423.0,85392.0,12.103064915455944,11.35501940920405,False,False
31,Charli D'Amelio,Mark Ballas,170895554.0,,18.95656313838537,,False,True
31,Cheryl Ladd,Louis van Amstel,20852.0,67867.0,9.945253101768596,11.12531992116283,False,False
31,Daniel Durant,Britt Stewart,13782.0,,9.531191227694439,,False,True
31,Gabby Windey,Valentin Chmerkovskiy,,299226.0,,12.608957761652729,True,False
31,Heidi D'Amelio,Artem Chigvintsev,573919.0,186633.0,13.26024529276611,12.136904758728935,False,False
31,Jason Lewis,Peta Murgatroyd,,213109.0,,12.269563743311371,True,False
31,Jessie James Decker,Alan Bersten,809281.0,64741.0,13.603902713793227,11.078165419805039,False,False
31,Jordin Sparks,Brandon Armstrong,3538570.0,,15.079233531295971,,False,True
31,Joseph Baena,Daniella Karagach,,,,,True,True
31,Sam Champion,Cheryl Burke,,380112.0,,12.848223855918395,True,False
31,Selma Blair,Sasha Farber,172728.0,85392.0,12.059479171288299,11.35501940920405,False,False
31,Shangela,Gleb Savchenko,,64840.0,,11.07969339830934,True,False
31,Teresa Giudice,Pasha Pashkov,1032419.0,2721.0,13.847416118975259,7.909122183211411,False,False
31,Trevor Donovan,Emma Slater,157856.0,,11.969444838900891,,False,True
31,Vinny Guadagnino,Koko Iwasaki,2772774.0,,14.83535918174588,,False,True
31,Wayne Brady,Witney Carson,391437.0,169660.0,12.877582416610078,12.04155760748558,False,False
32,Adrian Peterson,Britt Stewart,,,,,True,True
32,Alyson Hannigan,Sasha Farber,1089583.0,85392.0,13.901306529981758,11.35501940920405,False,False
32,Ariana Madix,Pasha Pashkov,,2721.0,,7.909122183211411,True,False
32,Barry Williams,Peta Murgatroyd,,213109.0,,12.269563743311371,True,False
32,Charity Lawson,Artem Chigvintsev,,186633.0,,12.136904758728935,True,False
32,Harry Jowsey,Rylee Arnold,,,,,True,True
32,Jamie Lynn Spears,Alan Bersten,629962.0,64741.0,13.353416366484302,11.078165419805039,False,False
32,Jason Mraz,Daniella Karagach,8941447.0,,16.006208102714275,,False,True
32,Lele Pons,Brandon Armstrong,19825265.0,,16.802467742797443,,False,True
32,Matt Walsh,Koko Iwasaki,153724.0,,11.94292057082167,,False,True
32,Mauricio Umansky,Emma Slater,253677.0,,12.44382102523287,,False,True
32,Mira Sorvino,Gleb Savchenko,188469.0,64840.0,12.146694122010674,11.07969339830934,False,False
32,Tyson Beckford,Jenna Johnson,,79694.0,,11.285962127553153,True,False
32,Xochitl Gomez,Valentin Chmerkovskiy,,299226.0,,12.608957761652729,True,False
33,Anna Delvey,Ezra Sosa,35795.0,,10.48559143430275,,False,True
33,Brooks Nader,Gleb Savchenko,,64840.0,,11.07969339830934,True,False
33,Chandler Kinney,Brandon Armstrong,29604.0,,10.295698544965877,,False,True
33,Danny Amendola,Witney Carson,404538.0,169660.0,12.91050342616059,12.04155760748558,False,False
33,Dwight Howard,Daniella Karagach,6346506.0,,15.663415140779902,,False,True
33,Eric Roberts,Britt Stewart,47896.0,,10.77680815095747,,False,True
33,Ilona Maher,Alan Bersten,,64741.0,,11.078165419805039,True,False
33,Jenn Tran,Sasha Farber,,85392.0,,11.35501940920405,True,False
33,Joey Graziadei,Jenna Johnson,,79694.0,,11.285962127553153,True,False
33,Phaedra Parks,Val Chmerkovskiy,,299226.0,,12.608957761652729,True,False
33,Reginald VelJohnson,Emma Slater,,,,,True,True
33,Stephen Nedoroscik,Rylee Arnold,,,,,True,True
33,Tori Spelling,Pasha Pashkov,1773798.0,2721.0,14.388634132162913,7.909122183211411,False,False
34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),265000.0,,12.487488878546145,,False,True
34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),1068357.0,,13.88163344832581,,False,True
34,Baron Davis,Britt Stewart,1040511.0,,13.85522345766619,,False,True
34,Corey Feldman,Jenna Johnson,165459.0,79694.0,12.016484752744175,11.285962127553153,False,False
34,Danielle Fishel,Pasha Pashkov,327068.0,2721.0,12.697926436794397,7.909122183211411,False,False
34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),,,,,True,True
34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),,,,,True,True
34,Hilaria Baldwin,Gleb Savchenko,,64840.0,,11.07969339830934,True,False
34,Jen Affleck,Jan Ravnik,,,,,True,True
34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),46414.0,,10.745377961834032,,False,True
34,Lauren Jauregui,Brandon Armstrong,5336896.0,,15.49015495589807,,False,True
34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),597288.0,,13.300156362344556,,False,True
34,Scott Hoying,Rylee Arnold,860644.0,,13.665437387120237,,False,True
34,Whitney Leavitt,Mark Ballas,,,,,True,True
